absolute_length_error_voxels,corrected_axis_defined,corrected_nematic_axis_error_deg,frame,model,movie,predicted_axis_x,predicted_axis_y,predicted_axis_z,predicted_length_voxels,predicted_quaternion_vector_norm,production_quaternion_error_deg,sample_index,scope,true_axis_x,true_axis_y,true_axis_z,true_length_voxels,true_quaternion_vector_norm
10.205977439880371,True,33.660526275634766,2,original,movie_I2,0.23335814476013184,-0.5362123250961304,0.8111845850944519,17.75581169128418,0.7184740304946899,52.398433685302734,0,training_consistent_movie_I2_annotation_crops,-0.26490646600723267,-0.26490646600723267,0.9271726608276367,7.549834251403809,0.7952693104743958
10.238357543945312,True,13.785914421081543,2,original,movie_I2,0.24814960360527039,-0.3681219518184662,0.8960513472557068,17.58682632446289,0.7311339378356934,20.807754516601562,1,training_consistent_movie_I2_annotation_crops,0.27216553688049316,-0.13608276844024658,0.9525793790817261,7.348469257354736,0.7536851763725281
12.853469848632812,True,73.15242004394531,2,original,movie_I2,0.006796981208026409,-0.708408772945404,0.7057697176933289,17.75244903564453,0.7013128399848938,89.73628234863281,2,training_consistent_movie_I2_annotation_crops,0.40824830532073975,0.40824830532073975,0.8164965510368347,4.898979663848877,0.5439447164535522
10.63917350769043,True,44.70755386352539,2,original,movie_I2,0.19355745613574982,-0.7107067704200745,0.6763367056846619,17.63917350769043,0.8533450961112976,105.32943725585938,3,training_consistent_movie_I2_annotation_crops,-0.0,-1.0,-0.0,7.0,1.0
12.14609432220459,True,88.2825698852539,2,original,movie_I2,0.2613157033920288,-0.27666035294532776,0.9247558116912842,18.47064971923828,0.6039528846740723,75.69849395751953,4,training_consistent_movie_I2_annotation_crops,0.0,0.9486832618713379,0.3162277340888977,6.324555397033691,0.16018228232860565
10.403292655944824,True,35.24961471557617,3,original,movie_I2,0.3242994546890259,-0.11711640655994415,0.9386765360832214,18.019065856933594,0.5092906355857849,37.32697296142578,5,training_consistent_movie_I2_annotation_crops,0.0,0.39391928911209106,0.9191449880599976,7.6157732009887695,0.5504910349845886
10.513860702514648,True,31.817968368530273,3,original,movie_I2,0.30376744270324707,-0.2961444556713104,0.9055516719818115,17.584928512573242,0.6610837578773499,72.56423950195312,6,training_consistent_movie_I2_annotation_crops,-0.0,-0.7071067690849304,0.7071067094802856,7.071067810058594,0.9238795638084412
10.221115112304688,True,77.7816390991211,3,original,movie_I2,0.1847362220287323,-0.6184991598129272,0.7637613415718079,16.929319381713867,0.8279836773872375,119.27205657958984,7,training_consistent_movie_I2_annotation_crops,0.0,0.8944271802902222,0.4472135901451111,6.7082037925720215,0.22975294291973114
10.518904685974121,True,25.54034996032715,3,original,movie_I2,0.31271347403526306,-0.5861018300056458,0.7474590539932251,17.73000717163086,0.7098559737205505,70.4056167602539,8,training_consistent_movie_I2_annotation_crops,-0.0,-0.8320503234863281,0.5547001957893372,7.211102485656738,0.9570920467376709
11.030712127685547,True,57.18032455444336,3,original,movie_I2,0.26012301445007324,-0.7093807458877563,0.6550686359405518,17.195125579833984,0.8128514885902405,116.29991149902344,9,training_consistent_movie_I2_annotation_crops,0.16222143173217773,0.9733285307884216,0.16222143173217773,6.164413928985596,0.1154804527759552
10.87918758392334,True,65.8290023803711,4,original,movie_I2,0.2567976713180542,-0.4033331274986267,0.8782809376716614,18.560333251953125,0.6728211045265198,76.14230346679688,10,training_consistent_movie_I2_annotation_crops,0.39056670665740967,0.6509445309638977,0.6509445309638977,7.681145668029785,0.41776517033576965
11.549873352050781,True,44.1085319519043,4,original,movie_I2,0.19049446284770966,-0.5910981893539429,0.7837823629379272,18.89834213256836,0.7889007329940796,66.67552947998047,11,training_consistent_movie_I2_annotation_crops,0.27216553688049316,0.13608276844024658,0.9525793194770813,7.348469257354736,0.6572356224060059
11.07853889465332,True,59.571136474609375,4,original,movie_I2,0.16096358001232147,-0.5741895437240601,0.8027435541152954,18.952547073364258,0.766715407371521,83.59477233886719,12,training_consistent_movie_I2_annotation_crops,-0.38100042939186096,0.2540002465248108,0.8890008926391602,7.874007701873779,0.610737144947052
