absolute_length_error_physical_um,absolute_length_error_regression_voxels,annotation_index,center_distance_raw_voxels,corrected_nematic_axis_error_deg,evaluated,event_id,inference_raw_m,inference_raw_t,inference_raw_x,inference_raw_y,inference_raw_z,inference_regression_m,inference_regression_t,inference_regression_x,inference_regression_y,inference_regression_z,legacy_raw_absolute_length_error_voxels,legacy_raw_corrected_nematic_axis_error_deg,legacy_raw_evaluated,mode,model,pair_index,predicted_axis_physical_x,predicted_axis_physical_y,predicted_axis_physical_z,predicted_length_physical_um,predicted_length_regression_voxels,production_quaternion_error_deg,profile,reported_pair_count,scope,segmentation_event_id,target_candidate_count,target_center_distance_raw_voxels,training_consistent_minus_legacy_angle_deg,training_consistent_minus_legacy_length_error_voxels,true_axis_physical_x,true_axis_physical_y,true_axis_physical_z,true_length_physical_um,true_length_regression_voxels
2.940757229961884,2.9407572299618856,13,0.5,7.942428908162922,True,movie2:2:13,0.0,2.0,26.0,154.0,65.0,0.0,2.0,23.764,140.756,59.410000000000004,4.229908278987146,12.48876407895179,True,all_groundtruth_centers,original_epoch_098,0,0.8158919972128478,0.2198996552483211,-0.5347563842589445,14.975715637207033,14.975715637207031,15.969535290487796,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:0,1,0.5,-4.546335170788868,-1.2891510490252607,0.7814038044302498,0.1116291116991269,-0.6139601256133788,17.916472867168917,17.916472867168917
0.220822235413781,0.220822235413781,8,0.5,15.664458761287504,True,movie2:2:8,0.0,2.0,44.0,200.0,118.0,0.0,2.0,40.216,182.8,107.852,1.7466073733664835,21.492241883714,True,all_groundtruth_centers,original_epoch_098,1,0.9335033799713304,0.35527501477212653,0.048488178567228306,16.622041702270508,16.622041702270508,12.76017421324991,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:1,1,0.5,-5.8277831224264975,-1.5257851379527025,0.9755372158568809,0.12194215198211011,0.1829132363941367,16.401219466856727,16.401219466856727
1.3474399685545908,1.347439968554589,18,0.7071067811865476,14.142581909009804,True,movie2:2:18,0.0,2.0,50.0,117.0,113.0,0.0,2.0,45.7,106.938,103.28200000000001,0.9915409038524778,15.800252087137174,True,all_groundtruth_centers,original_epoch_098,2,0.7039522339201043,-0.31588615000786274,0.6361345711342095,10.621058464050295,10.621058464050293,25.723469199776694,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:2,1,0.7071067811865476,-1.6576701781273702,0.3558990647021112,-0.646996644757806,0.10783277138953609,-0.7548294079370473,9.273618495495704,9.273618495495704
0.7232525961504948,0.7232525961504948,0,0.5,17.164008781550464,True,movie2:2:0,0.0,2.0,79.0,141.0,43.0,0.0,2.0,72.206,128.874,39.302,0.613217359834243,18.404746658906113,True,all_groundtruth_centers,original_epoch_098,3,-0.18816804181910132,0.9802312729365538,-0.061150957434437554,13.524554252624512,13.524554252624512,26.548902872356848,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:3,1,0.5,-1.2407378773556488,0.11003523631625178,-0.21055871529851447,0.9124211315489575,-0.3509311985486031,14.247806848775006,14.247806848775006
0.9589162768345005,0.9589162768345023,4,0.0,8.468104294117289,True,movie2:2:4,0.0,2.0,97.0,132.0,85.0,0.0,2.0,88.658,120.64800000000001,77.69,1.78908730938379,7.986610022706805,True,all_groundtruth_centers,original_epoch_098,4,0.6279769391924165,-0.22009064635058329,0.7464617011150046,14.149822235107422,14.149822235107422,14.81777605832138,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:4,1,0.0,0.48149427141048395,-0.8301710325492877,-0.5306686455805337,0.1516196130230096,-0.8339078375602874,13.190905958272921,13.19090595827292
0.7022676467895508,0.7022676467895508,2,0.7071067811865476,10.401896993901223,True,movie2:2:2,0.0,2.0,114.0,150.0,57.0,0.0,2.0,104.196,137.1,52.098,0.03724412817343925,9.072351220743048,True,all_groundtruth_centers,original_epoch_098,5,0.8757377538037582,-0.47162548410152344,-0.10321235056305926,14.29773235321045,14.29773235321045,20.26087315344573,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:5,1,0.7071067811865476,1.3295457731581752,0.6650235186161115,-0.8,0.6,0.0,15.0,15.0
0.9598220470006833,0.9598220470006833,9,0.8660254037844386,5.763926566970703,True,movie2:2:9,0.0,2.0,123.0,227.0,86.0,0.0,2.0,112.42200000000001,207.478,78.604,0.6667628441889377,2.488683634826282,True,all_groundtruth_centers,original_epoch_098,6,0.757159085352268,0.21731921251472097,-0.6160214925962394,9.677619934082031,9.677619934082031,4.628798546156871,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:6,1,0.8660254037844386,3.2752429321444207,0.2930592028117456,0.6882472016116853,0.22941573387056174,-0.6882472016116853,8.717797887081348,8.717797887081348
1.2570507634387784,1.2570507634387802,3,0.7071067811865476,11.550743875807505,True,movie2:2:3,0.0,2.0,128.0,191.0,58.0,0.0,2.0,116.992,174.574,53.012,0.6750982119017301,15.72436969209082,True,all_groundtruth_centers,original_epoch_098,7,0.9087945819507683,-0.07634404674571894,0.41019994434838175,10.949504852294924,10.949504852294922,22.744893566314918,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:7,1,0.7071067811865476,-4.173625816283314,0.5819525515370501,-0.8192319146469484,0.0,-0.5734623527520312,12.206555615733702,12.206555615733702
2.4413499490132686,2.4413499490132686,17,0.0,27.828198954904025,True,movie2:2:17,0.0,2.0,139.0,249.0,101.0,0.0,2.0,127.046,227.586,92.31400000000001,2.5748529470341737,26.527879788659824,True,all_groundtruth_centers,original_epoch_098,8,-0.17848720414959654,0.4646929437221016,-0.8672962504298909,10.711596488952637,10.711596488952637,41.51959918513801,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:8,1,0.0,1.3003191662442006,-0.13350299802090504,-0.1520571842539411,0.0,-0.9883716976506172,13.152946437965905,13.152946437965905
0.10029984121851854,0.10029984121852031,1,0.7071067811865476,8.99289260367461,True,movie2:2:1,0.0,2.0,141.0,215.0,57.0,0.0,2.0,128.874,196.51000000000002,52.098,1.299469606655041,57.84545668364007,True,all_groundtruth_centers,original_epoch_098,9,0.9889654773528205,0.07995701209883638,-0.12471632138791774,15.423874855041506,15.423874855041504,24.867766006960085,training_consistent_log_reconstructed,145,nuclei_movie2_frozen_centers,movie2:component:9,1,0.7071067811865476,-48.85256407996546,-1.1991697654365208,-0.9662349435922334,0.0,0.25766263559413044,15.524174696260024,15.524174696260024
