archived_raster_nematic_axis_error_deg,center_t,center_x,center_y,center_z,corrected_nematic_axis_error_deg,dataset,evaluated,index,metric_basis,mode,predicted_axis_x,predicted_axis_y,predicted_axis_z,production_quaternion_error_deg_event_proxy,raw_vs_archived_axis_error_deg,skip_reason,truth_axis_x,truth_axis_y,truth_axis_z,truth_time_offset
10.904307762488985,2.0,26.0,154.0,65.0,12.48876281317635,gastruloid_nuclei,True,0,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.8654265590949073,0.21112681930523633,-0.45438126830141545,17.713184453382194,1.5967650802842166,,-0.7766705596177466,-0.10355607461569954,0.6213364476941973,
22.751528050944284,2.0,44.0,200.0,118.0,21.492241719956315,gastruloid_nuclei,True,1,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.8519205080243639,0.4342442018638296,0.29268314122127925,15.269336961031588,1.7274078122938539,,0.9805224792651179,0.10894694214056866,0.163420413210853,
17.971662821239793,2.0,50.0,117.0,113.0,15.800252038268221,gastruloid_nuclei,True,2,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.6591990964528311,-0.35466490196183637,0.6630756808631817,28.697898576923468,2.1974756681777223,,0.6556100681071858,-0.0936585811581694,0.7492686492653552,
17.501983628491722,2.0,79.0,141.0,43.0,18.404747247086412,gastruloid_nuclei,True,3,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,-0.1740186195578236,0.981697259585961,-0.07738223677694821,28.309560731491302,1.1652166615379562,,0.19324698792024925,-0.9018192769611632,0.3864939758404985,
6.903731954957856,2.0,97.0,132.0,85.0,7.986610022706805,gastruloid_nuclei,True,4,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.4447421757584589,-0.21762786245765128,0.8688167301472421,22.582894447059118,1.295409955752599,,0.5494422557947561,-0.13736056394868904,0.8241633836921342,
9.640489180896195,2.0,114.0,150.0,57.0,9.072350618140906,gastruloid_nuclei,True,5,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.8915797521188636,-0.44700569840966786,-0.07260476018106977,17.487584497484363,0.733901101810489,,-0.8221921916437787,0.5692099788303083,0.0,
4.040593035511655,2.0,123.0,227.0,86.0,2.4886835438998536,gastruloid_nuclei,True,6,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.7073842680339926,0.2864937468122585,-0.646164708395225,2.6094123769431903,1.5528058802746727,,-0.6767155423319645,-0.29002094671369905,0.6767155423319645,
16.244998446193538,2.0,128.0,191.0,58.0,15.724371722367712,gastruloid_nuclei,True,7,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.9394870068196836,-0.09948338402377642,0.32782193386070074,32.04018790703846,1.5412838378422282,,0.816496580927726,-0.08164965809277261,0.5715476066494082,
25.67789203661932,2.0,139.0,249.0,101.0,26.527879823025046,gastruloid_nuclei,True,8,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.3166678127971476,-0.4032268222349969,0.8585625348036896,40.4452260120826,0.875153673318076,,0.1414213562373095,0.0,0.9899494936611665,
59.12925485227614,2.0,141.0,215.0,57.0,57.84545632693835,gastruloid_nuclei,True,9,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.6515525187473297,-0.711243025961827,0.26384213714771665,11.759294120265626,1.289297507720413,,-0.9718253158075502,-0.05716619504750295,0.2286647801900118,
71.34654337855085,2.0,163.0,96.0,74.0,69.49777007644198,gastruloid_nuclei,True,10,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,-0.12519707433900448,0.9881967770908521,-0.08827696372331068,76.7351303467756,2.1240756819486366,,0.41684393392278957,0.47639306734033093,0.7741387344280378,
19.00714364381828,2.0,165.0,128.0,76.0,18.554014599632506,gastruloid_nuclei,True,11,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.7745368419354172,0.36580494093033905,0.5160226987988625,21.369988331449015,0.75744857952848,,0.6553855364152325,0.1638463841038081,0.7373087284671365,
35.05967557079784,2.0,167.0,146.0,136.0,35.14318442775254,gastruloid_nuclei,True,12,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.9090001218756872,-0.11449614068023667,0.40076104126937934,69.48237130574819,0.1447037196930493,,0.5240974256643347,0.0,0.851658316704544,
6.163578317483242,2.0,170.0,220.0,91.0,3.1366405226669394,gastruloid_nuclei,True,13,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.44124165271991134,0.6455885717700772,0.6233146877018646,5.512010247244713,3.452028145797716,,0.441054277135977,0.6064496310619684,0.6615814157039656,
10.393127836548388,2.0,184.0,95.0,64.0,8.949322335637442,gastruloid_nuclei,True,14,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.4382715569210905,0.4400046802936011,-0.7837818087412396,11.060418616408455,1.5592328306180705,,-0.3928371006591931,-0.31426968052735443,0.8642416214502248,
3.432384370887498,2.0,188.0,167.0,76.0,2.4926713523669863,gastruloid_nuclei,True,15,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,-0.1709989831737079,0.9565347843898889,0.23622140886411325,5.109163068663004,0.96872618039887,,-0.16692446522239718,0.9459053029269173,0.2782074420373286,
15.523042625862798,2.0,192.0,212.0,88.0,15.976172195790317,gastruloid_nuclei,True,16,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.7838104456415853,0.590812742887008,-0.19126287707098263,13.61203419413872,0.5687026844802465,,-0.8869685939836239,-0.35478743759344955,0.2956561979945413,
13.533419353185794,2.0,208.0,96.0,43.0,13.95158315958645,gastruloid_nuclei,True,17,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,-0.6154825648048715,0.7678922547931005,-0.17754632479999427,31.00386319555852,0.5332012778557255,,0.7867957924694432,-0.6052275326688025,0.12104550653376049,
15.604557041690112,2.0,208.0,126.0,125.0,18.36415050191645,gastruloid_nuclei,True,18,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,-0.0034095620761036994,0.5427575734959214,-0.839882486601113,28.563436761973538,6.058846011082656,,0.17616606585441102,-0.29361010975735174,0.9395523512235255,
11.08887363703433,2.0,232.0,199.0,115.0,11.92423288586498,gastruloid_nuclei,True,19,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.8222088329928272,-0.5498412382774872,0.1471300364917125,24.077096903741346,1.1427776955162678,,0.7590721152765897,-0.5520524474738834,0.3450327796711771,
16.526359684705795,2.0,248.0,216.0,69.0,14.368803311948218,gastruloid_nuclei,True,20,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.7046751541995059,-0.21750739853235704,-0.67536912769062,30.047267151675843,2.258115717054299,,-0.51425947722658,0.19284730395996752,0.8356716504931926,
17.404211707541528,2.0,249.0,197.0,96.0,16.03077995899872,gastruloid_nuclei,True,21,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.2986318987718413,0.9122516754932478,0.28038521643568637,21.319856850547644,1.3763353331819743,,0.2672612419124244,0.8017837257372732,0.5345224838248488,
9.42325609626203,2.0,274.0,62.0,111.0,7.7470735145484335,gastruloid_nuclei,True,22,epoch_098 raw-quaternion compatibility replay plus released daughter-label centroids,all_groundtruth_centers,0.7256147048654306,-0.2289617861270502,-0.6488912085831993,15.517825773664018,1.679872985934062,,-0.6288281455225324,0.2286647801900118,0.7431605356175384,
